state,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CATEGORY
Odisha,163.29,161.48,179.45,463.8,510.33,535.7,734.67,848.92,729.28,894.01,1324.75,1441.92,1628.41,1879.54,1860.42,2473.92,2854.85,3413.75,4025.32,4714.97,5451.77,6868.9,7837.29,8827.47,9138.91,10009.68,10759.54,10428.27,11269.84,11845.51,12849.02,13533.14,14904.86,Value Added by Bank
Puducherry,11.21,13.59,13.59,41.49,35.75,43.32,48.52,55.2,60.5,54.24,95.96,107.93,109.44,134.94,136.51,186.8,224.73,293.13,338.61,372.47,447.7,451.23,582.23,615.94,620.14,648.72,760.12,798.8,854.57,766.47,901.94,944.05,1002.06,Value Added by Bank
Punjab,350.39,352.42,350.73,944.8,1034.67,1218.56,1697.6,1915.62,1785.07,2031.48,2898.45,3032.4,3176.8,3242.14,3494.57,4306.21,5031.27,6314.68,7150.92,8126.14,9439.19,11204.03,14411.82,15246.2,15786.53,16238.82,16977.81,17629.78,18533.96,19553.33,20542.24,20416.93,21093.92,Value Added by Bank
Rajasthan,307.92,371.65,385.78,935.99,980.46,1050.77,1340.46,1632.36,1674.28,1741.24,2425.86,2588.96,2852.4,3340.46,3350.71,4249.78,5018.56,6348.51,7324.8,8623.47,9552.86,11195.4,13425.03,14493.6,16254.51,17823.06,18222.6,18649.94,24591.17,26691.97,28278.19,27854.01,28968.18,Value Added by Bank
Sikkim,4.84,5.07,4.85,5.39,5.99,7.37,9.08,10.03,10.66,13.24,18.7,22.61,25.86,29.53,33.76,44.06,55.4,71.49,86.71,91.18,113.22,138.83,162.6,170.37,179.21,192.24,365.37,237.38,235.12,251.81,315.12,350.25,410.72,Value Added by Bank
Tamil Nadu,717.03,860.47,937.8,3008.33,3340.07,3635.1,5086.07,6083.32,5854.51,6417.06,9345.06,9048.02,9585.39,11150.26,11677.79,15582.92,18346.4,21876.85,25649.1,28282.11,29140.3,33430.13,39561.26,43310.47,48400.28,53307.9,54630.78,55967.16,62512.78,64826.46,66814.12,70050.78,74770,Value Added by Bank
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3993.2,4628.02,5762.01,7230.76,9010.76,9866.55,11716.38,20929.28,22916.98,25224.25,28204.26,30285.84,33079.97,34359.38,34423.32,34934.59,36207.48,40371.34,Value Added by Bank
Tripura,15.11,14.86,14.69,36.48,39.67,45.44,49.96,56.67,61.58,61.58,97.22,108.84,113.83,139.42,133.3,157.53,207.29,247.82,279.79,301.87,374.89,456.1,562.01,642.89,679.95,807.69,1144.69,921.02,1148.23,921.25,1073.81,1112.03,1113.33,Value Added by Bank
Uttar Pradesh,1124.1,1049.39,975.14,1993.62,2171.8,2244.53,3197.43,3993.98,3508.34,3683.76,5606.21,5983.51,6426.32,7392.48,7318.22,9389.77,10810.96,13267.19,14875.75,17252.83,20317.1,23498.67,24784.34,27313.71,29796.37,33086.76,35834.32,35312.27,40162.36,40967.46,42869.53,43978.38,46552.03,Value Added by Bank
Uttarakhand,NA,NA,NA,243.56,265.33,274.22,390.63,487.94,428.39,449.81,435.58,464.89,499.29,574.36,568.59,920.2,1116.42,1353.77,1605.93,1883.27,2156.84,2631.73,2886.86,3107.24,3406.02,3780.73,4072.17,4125.02,4476.82,4608.51,4792.03,5702.09,5917.63,Value Added by Bank
West Bengal,985.05,1057.1,1152.45,2805.16,3558.23,4665.89,5265.6,5422.89,7548.12,7925.52,9228.53,9065.65,9374.5,9544.01,9588.84,12775.01,14623.26,17585.55,20513.68,21536.37,23302.59,25785.9,31445.14,34235.28,32424.76,34621.29,36884.29,38363.16,39926.32,39917.83,41373.41,33417.08,NA,Value Added by Bank
Andaman & Nicobar Island,23.5,17.76,17.82,177.42,191.72,192.84,212.02,248.91,259.22,289.11,476.4,476.33,495.2,525.88,558.57,920.1,983.19,1003.85,1080.49,1543.05,1890.89,2081.89,2310.97,2412.72,2517.74,2761.35,2889.34,3380.21,3651.09,3827.76,3925.95,NA,NA,Value Added by Service
Andhra Pradesh,5854.09,6303.42,6216.61,22320.27,23921.29,25407.74,27335.17,28657.61,31179.12,34048.93,56359.1,60878.92,65604.03,69849.28,75393.77,60793.58,66422.81,74545.76,81927.65,86157.75,93790.82,105645.96,127361.19,138913.79,148057.13,162036.07,182631.9,184138.51,197535.7,205991.73,222297.68,225327.86,246919.11,Value Added by Service
Arunachal Pradesh,74.54,85.88,87.94,246.07,243.9,268.59,285.63,360.99,369.37,396.92,689.23,740.74,773.85,813.1,858.22,1047.26,1122.72,1216.91,1310.5,1482.84,1993.27,1835.66,3761.86,3798.4,4165.85,4322.5,4641.78,5169.55,5661.65,5626.4,6448.61,6464.71,NA,Value Added by Service
Assam,1519.66,1633.97,1675.39,5201.35,5344.01,5621.2,5944.54,5609.14,5857.42,6486.12,14751.05,15734.01,16286.18,17300.74,18487,22594.65,24419.15,26457.12,28399.13,30268.74,33262.2,35900.33,57004.73,58194.77,61559.61,66149.44,68127.12,67591.61,75793.74,73916.21,79344.66,70650.75,NA,Value Added by Service
Bihar,3107.55,3092.02,3216.36,8294.02,9035.11,8342.54,9906.36,10586.15,10922.55,12091.86,24740.49,26931.95,28405.99,29858.04,30259.99,38834.82,39022.08,43910.85,47885.32,53816.3,60394.54,66407.82,124150.73,133339.41,136999.56,140053.41,151296.85,158129.67,176033.13,201196.87,209568.56,191891.8,217609.34,Value Added by Service
Chandigarh,NA,NA,NA,971.5,1054.53,1194.26,1362.08,1439.8,1537.24,1679.27,3033.25,3479.15,3821.65,4212.58,4642.86,6234.46,6958.62,7697.25,8347.31,9671.66,9955.71,10040.7,14594.4,15965.8,17129.91,18004.07,19121.73,20889.77,21538.95,22399.08,23484.69,20349.27,NA,Value Added by Service
Chhattisgarh,NA,NA,NA,3722.86,3835.72,4141.7,4387.36,4664.92,4760.9,5219.39,10140.17,10275.26,11045.11,11319.19,12158.83,15211.1,16142.75,18052.33,19854.02,22202.07,24255.66,28071.24,46538.85,48525.75,52412.6,54369.1,57539.39,60375.76,60480.66,65246.72,70495.02,71207.42,NA,Value Added by Service
Delhi,3417.2,4010.35,4208.92,13453.43,15169.8,16625.4,19486.49,22479.47,23548.94,25379.38,41532.78,42661.34,45140.01,47854.82,51176.47,77245.46,86090.81,98023.44,110788.3,126238.31,138360.69,151762.48,230083.02,241755.56,255358.27,287561.5,309577.42,329718.28,345624.05,362501.4,380480.71,353860.76,377185.32,Value Added by Service
Goa,277.04,266.77,284.1,934.51,1075,1209.68,1437.24,1430.8,1735.07,1677.49,2881.45,2610.57,2705.17,2865.6,3020.34,5176.11,5539.95,6144.21,6628.57,7608.22,8444.46,10730.09,10692.04,10844.72,11066.97,12107.76,13361.02,14091.2,14435.88,14966.33,15374.65,14375.07,NA,Value Added by Service
Gujarat,4093.87,4167.66,4646.68,16952.02,18488.38,20336.72,21591.78,24442.52,26284.42,29159,41400,41582,45196,49012,53042,80470,90557,100798,113197,122305,135437,154598.19,181243.77,204291.73,214237.23,232550.14,249981.08,268557.83,295806.33,335251.49,356632.89,346810.05,NA,Value Added by Service
Haryana,NA,NA,NA,6174.52,6495.34,6975.05,8226.24,8939.24,9523.02,10725.07,18982.1,21731.15,24367.73,26848.64,29546.39,39049.29,45133.06,50346.81,57350.67,64112.28,75202.21,82159.03,111447.51,122965.67,134601.43,148087.28,163972.14,177579.58,186933.38,200813.73,210745.1,196097.52,215856.37,Value Added by Service
Himachal Pradesh,417.67,430.83,456.83,1645.5,1693.89,1786.38,1906.57,2147.96,2410.26,2919.04,4912.81,4993.26,5139.24,5364.07,5625.71,7773.75,8591.24,9490.47,10137.24,11038.92,12371.64,13518.82,23075.41,24993.91,26155.3,28804.59,30869.25,32556.19,34046.9,35021.83,36538.37,36949.07,39025.42,Value Added by Service
Jammu & Kashmir,607.82,637.22,686.64,2468.77,2490.58,2736.15,2929.23,3231.31,3404.12,3642.33,6255.43,6567.44,6485.18,7104.7,7367.02,9862.88,10607.13,11441.47,12652.72,14083.96,15274.54,16706.13,33530.49,35218.96,36549.22,37347.52,41181.68,41863.73,42817.99,47259.39,46139.22,43717.32,51102.69,Value Added by Service
Jharkhand,NA,NA,NA,3924.39,4018.39,4139.08,4030.63,4796.76,5480.71,4968.14,11295.39,12027.21,12557.93,12265.7,13016.66,17891.71,19406.62,21161.11,23836.19,25826.5,31494.94,35778,47620.65,50781.26,53334.34,59012.24,62952.19,66343.52,72437.7,79309.48,84835.6,75906.24,81913.05,Value Added by Service
Karnataka,3771.69,4108.28,4226.94,14017.26,15326.93,16865.5,18990.22,20875.02,23150.69,25462.81,42014.42,44657.31,47793.59,51220.93,55656.08,79004.16,88686.84,98136.36,111898.29,123151.73,124893.91,135759.72,288908.22,319822.98,354067.59,378211.54,426242,471454.64,491563.37,536605.73,589991.5,580998.94,635619.83,Value Added by Service
Kerala,2109.71,2131.87,2371.65,11317.66,12032.32,12916.06,13763.77,14680.74,15923.05,17901.42,35518.61,36954.35,39423.5,42654.04,45969.98,64153.49,71831.28,80830.1,89861.99,97022.64,108806.74,115681.72,173902.44,190424.24,204396.75,215076.02,230210.95,244791.04,260833.95,280371.54,296028.27,268780.51,285848.26,Value Added by Service
Madhya Pradesh,3401.05,3570.8,3586.62,12115.33,12287.64,13365.77,14680.74,15650.43,16961.83,18040.57,34147.79,34970.66,35674.25,36553.91,37612.88,46093.3,48035.42,52469.19,56361.95,62116.27,69634.69,75995.43,104961.52,115029.4,119429.12,125950.41,136270.29,145650.98,154811.26,168947.68,176876.28,163984.88,179463.09,Value Added by Service
Maharashtra,11543.4,12662.01,14153.04,48462.43,50268.93,56043.78,56437.91,61690.59,66960.59,76132.28,120455.4,122037.11,129020.43,138545.32,146799.82,225755.01,256164.6,288101.6,318401.1,342573.56,383186.43,416714.11,495972.29,536678.08,574576.12,625933.09,673732.3,732483.49,771922.17,814295,864797.96,790494.3,NA,Value Added by Service
Manipur,163.73,178.92,194.16,529.63,526.49,545.94,602,662.04,650.39,770.84,1492.3,1350.43,1445.89,1391.54,1414.31,1751.58,1911.31,1967.32,2082.06,2285.8,2343.99,2842.09,7322.98,7411.72,7824.15,8414.98,9043.54,9352.31,9736.43,9930.6,11072.62,11710.57,NA,Value Added by Service
Meghalaya,164.8,176.14,177.1,734.34,761.98,833.52,842.42,908.68,992.63,1069.91,1764.66,1832.53,1946.73,2021.08,2137.78,2969.57,3229.01,3467.2,3629.32,4130.26,4485,5064.62,7451.23,7889.86,8322.1,8714.15,9553.01,10288.75,11043.37,12276.38,13102.71,11764.46,12859.49,Value Added by Service
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868.37,936.73,996.89,1098.74,1136.25,1445.88,1497.71,1613.91,1758.74,1996.19,2307.55,2845.2,3857.29,4358.25,4555,4805.12,5381.59,5874.81,6345.96,6778.86,8259.95,7500.18,NA,Value Added by Service
Nagaland,97.39,101.28,106.23,774.33,814.53,850.85,881.41,905.23,904.02,907.2,1504.77,1662.55,1814.05,1932.42,2012.01,2806.9,3198.25,3525,3941.57,4059.17,4362.3,5116.74,5791.19,6202.05,6882.16,7163.96,7235.46,7611.4,8078.9,9420.66,9353.02,9085.56,NA,Value Added by Service
Odisha,1632.91,1862.78,1914.18,5716.08,6158.8,6633.66,6844.91,7631.84,7797.32,8765.9,17618.89,18204.72,19238.58,20441.66,22489.94,30127.19,33070.83,37206.49,40412.34,45592.93,49789.04,54971.06,76184.28,81754.33,86743.17,93718.77,102804.52,106059.74,115068.97,116956.31,124990.98,110019.6,120666.57,Value Added by Service
Puducherry,74.06,79.43,82.06,434.71,442.12,521.93,554.55,617.66,749.62,840.49,1428.21,1527.33,1543.94,1706.61,1730.62,2330.57,2733.81,3190.33,3562.55,3819.32,4654.48,5433.71,6122.17,6572.58,6594.6,7019.73,7098.18,7662.37,8075.87,8086.75,8607.82,7965.87,8605.54,Value Added by Service
Punjab,2185.86,2210.88,2313.71,8647.4,8870.17,9462.16,10531.02,11376.52,11943.29,12965.67,24329.29,25571.56,26692.96,27907.41,29626.98,36513.17,38666.2,41972.4,45018.75,49255.11,53551.67,58706.16,98229.18,106541.58,112982.97,122259.37,130591.52,138946.17,147791.86,157878.86,166841.31,156925.03,170454.2,Value Added by Service
Rajasthan,2786.78,2759.82,3025.21,11453.93,12499.16,13506.99,15054.9,16974.54,18429.36,19045.85,32073.19,32436.82,34303.77,33394.61,37859.26,50104.13,54574.05,59897.12,65238.56,73417.31,79213.76,89294.95,145735.42,158294.1,169795.52,183915.87,191275.8,200161.24,221239.79,243157.97,249976.79,236388,264656.37,Value Added by Service
Sikkim,51.82,58.62,NA,156.59,160.44,173.99,188.19,214.7,282.66,281.95,445.5,449.25,472,501.76,536.47,796.08,876.65,937.21,1007.34,1101.34,1380.32,1329.75,2615.41,2920.49,3104.65,3252.16,3471.01,3486.32,3631.29,4020.92,4853.19,4931.86,5396.55,Value Added by Service
Tamil Nadu,5401.69,5771.45,6081.37,21483.67,23857.21,25892.68,28631.24,32583.66,34488.98,37185.52,65636.83,69131.48,71389.86,74267.76,79756.92,115548.53,132266.43,155030.71,169490.89,187191.61,199796.65,225705.47,314667.01,335879.56,362339.38,392002.59,407545.73,431284.16,455728.34,480701.4,498328.04,492674.69,525519.48,Value Added by Service
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44569.19,50977.82,57799.07,64197.11,73625.4,76868.07,91370.82,160794.75,173904.21,187403.16,210862.18,234552.09,259347.41,276749.34,297552.45,313559.23,284288.28,321963.22,Value Added by Service
Tripura,226.41,246.6,268.87,871.07,872.49,938.24,1056.29,1197.77,1287.49,1389.19,2490.43,2555.98,2797.89,3062.9,3142.47,4185.68,4406.8,4739.88,4948.27,5588.3,6286.18,6834.79,8695.82,9272.89,10049.17,10664.25,9735.85,11017.34,13419.39,14483.9,15833.59,14895.53,16164.45,Value Added by Service
Uttar Pradesh,8410.16,8347.2,8814.92,27715.07,28749.84,29909.82,32927.7,34353.32,35271.79,37298.65,68311.61,70659.33,73266.08,76259.59,80710.75,109346.19,116658.73,126904.12,137888.89,154322.58,168219.3,185344.26,271654.14,288285.03,306831.07,332758.8,357163.07,373097.86,404819.6,423876.02,450684.06,409839.86,427925.36,Value Added by Service
Uttarakhand,NA,NA,NA,1829.4,1870.42,1978.99,2163.07,2344.28,2391.72,2491.84,5627.14,6147.01,6625.8,7074.98,7647.34,11249.68,12963.56,14634.13,17658.73,20882.78,24956.31,27213.62,32700.63,34923.71,37865.03,42148.52,46539.28,50596.02,55469.83,57469.6,60248.15,55838.97,62084.28,Value Added by Service
West Bengal,5983.48,6313.9,6610.92,20711.66,22192.69,24310.68,26531.6,29065.71,33019.56,35997.92,65884.68,69398.54,74186.07,78084.01,83114.09,105830.13,115697.23,127305.09,138495.4,152268.78,163862.92,177654,225265.11,237581.38,246167.47,261495.69,276412.07,288467,310084.4,324710.68,348606.37,351594.62,NA,Value Added by Service
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8192,8300,5643,8787,12406,14010,11803,15402,17508,18041,31747,21863,30909,32373,35441,39684,54369,37030,NA,Gross Fiscal Deficit
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,256,-106,-16,330,501,-9,987,232,1606,-519,-190,-845,313,1976,1032,650,579,NA,Gross Fiscal Deficit
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2057,-356,-711,-790,-1407,4043,1991,1646,1516,3782,5430,-3005,6126,9292,4779,14816,30110,15028,NA,Gross Fiscal Deficit
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242,3700,3021,1705,2507,5273,3970,5915,6545,8352,11178,12062,16479,14305,13807,12241,43737,22511,NA,Gross Fiscal Deficit
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232,425,-33,128,1027,1759,-409,799,2657,5057,8075,5444,4047,6810,8293,17970,22838,17461,NA,Gross Fiscal Deficit
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,603,487,541,813,1237,566,880,1147,1355,950,1482,935,1610,1803,1888,4241,5875,NA,Gross Fiscal Deficit
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8696,6270,5649,4771,10438,15153,15074,11027,16492,18423,18319,23015,16480,21366,26365,24582,51381,30783,NA,Gross Fiscal Deficit
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206,286,-1179,1264,6558,10091,7258,7153,10362,8313,12586,31480,26285,19114,21912,30519,24913,34004,NA,Gross Fiscal Deficit
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810,720,921,552,2278,2784,1833,1633,2978,4012,4200,2164,5839,3870,3500,5602,6993,7789,NA,Gross Fiscal Deficit
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,1588,1461,2609,2325,2226,2367,3693,4216,4554,5609,8060,6176,2778,13208,10246,23150,7200,NA,Gross Fiscal Deficit
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3648,4918,5257,6217,3751,1783,4840,1925,3404,2222,6564,11522,10106,11931,6252,8034,10243,10211,NA,Gross Fiscal Deficit
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,3687,4688,5331,8732,10874,10688,12300,14507,17092,19577,19169,28665,31101,38442,38166,58321,59240,NA,Gross Fiscal Deficit
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4452,4182,3822,6100,6346,7872,7730,12815,15002,16944,18642,17818,26448,26837,26958,23838,34950,30698,NA,Gross Fiscal Deficit
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6492,4572,2754,2784,4434,6199,5272,5760,9422,9881,11352,14065,27663,22745,21616,32970,52266,50438,NA,Gross Fiscal Deficit
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18620,17630,11553,-2821,13999,26156,18857,19969,13740,26018,31827,28364,38616,23961,23015,53886,87697,66641,NA,Gross Fiscal Deficit
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,271,475,-102,217,733,569,1047,1,-273,601,341,548,340,917,709,3743,3977,NA,Gross Fiscal Deficit
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,179,75,214,435,226,341,1065,395,382,978,555,699,137,2026,1104,1533,1570,NA,Gross Fiscal Deficit
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,397,191,392,94,312,645,213,580,749,1040,-413,-252,320,353,1224,2176,811,NA,Gross Fiscal Deficit
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,306,156,397,341,522,313,539,654,459,134,597,295,446,1082,1428,3004,1400,NA,Gross Fiscal Deficit
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,276,-823,-1323,334,2265,658,-622,-4,4634,5479,7063,9377,9359,10157,18819,17765,20465,NA,Gross Fiscal Deficit
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4036,2656,4384,4604,6690,6170,7143,8490,9346,8790,10842,17359,52840,12494,16059,16826,28465,24240,NA,Gross Fiscal Deficit
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6146,5150,3970,3408,6973,10299,4126,3626,8535,15189,19000,63070,46318,25342,34473,37654,58608,47653,NA,Gross Fiscal Deficit
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,149,97,64,234,169,316,180,66,53,275,520,-86,462,642,2081,2003,1725,NA,Gross Fiscal Deficit
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5570,2251,3956,3686,8548,11807,16647,17274,16519,20583,27162,32628,56171,39840,47335,60179,104498,100624,NA,Gross Fiscal Deficit
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9410,18498,35231,26514,26944,31751,42400,45510,NA,Gross Fiscal Deficit
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,110,-131,17,270,-74,249,-259,-337,-46,1049,1650,2419,2072,1340,3262,4085,3680,NA,Gross Fiscal Deficit
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12998,10078,9615,13794,20513,18693,17248,15432,19238,23680,32513,58475,55989,27810,35203,-11083,80852,90130,NA,Gross Fiscal Deficit
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2171,1878,886,1742,1845,2783,1843,1757,1599,2650,5826,6125,5467,7936,7321,7657,10802,8985,NA,Gross Fiscal Deficit
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10653,9601,11431,11400,13558,24955,19535,17705,19147,25348,27345,20891,25385,28931,33486,36831,52350,60864,NA,Gross Fiscal Deficit
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,-245,410,2041,2824,3550,-730,2545,2285,3943,-219,-1332,1051,-113,-2237,417,12491,10665,NA,Gross Fiscal Deficit
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,399,331,371,575,709,824,218,536,655,636,521,197,302,381,1019,800,NA,Gross Fiscal Deficit
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558,64,-2807,-159,-1004,-1230,-2462,-3138,-1128,-344,24193,7302,17194,16152,13899,26441,34927,5000,NA,Revenue Deficit
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-182,-695,-743,-984,-596,-1678,-1081,-975,-89,-1979,-2190,-2385,-2874,-3767,-2670,-5534,-5747,NA,Revenue Deficit
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,-1509,-2210,-2581,-3834,1348,-53,-927,-1554,-241,897,-5446,143,1350,-6580,1322,6229,-4574,NA,Revenue Deficit
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1076,-81,-2498,-4645,-4469,-2943,-6316,-4821,-5101,-6441,-5848,-12507,-10820,-14823,-6897,-699,5187,-9196,NA,Revenue Deficit
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146,-1381,-2647,-3039,-1869,-888,-3364,-3239,-2606,809,1564,-2367,-5521,-3417,-684,9609,12304,3702,NA,Revenue Deficit
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,22,-141,-166,-103,127,-658,-297,216,354,-278,-133,-699,-511,-355,219,133,-59,NA,Revenue Deficit
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4037,399,-1770,-2150,66,6966,5076,-3215,-5570,-4717,-5326,-1704,-5947,-5232,-3212,-1945,21952,-1209,NA,Revenue Deficit
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,-1213,-1590,-2224,2082,4265,2747,1457,4438,3875,8319,11679,15907,10562,11270,16990,20856,29194,NA,Revenue Deficit
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,-92,-191,-850,130,805,535,-645,576,1641,1944,-1138,-920,-314,-1522,-8,545,1463,NA,Revenue Deficit
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1577,-1816,-1914,-2216,-3364,-4453,-3767,-2102,-1100,-70,390,640,-2166,-7595,4859,354,-13418,-28338,NA,Revenue Deficit
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,1553,1090,1484,-628,-2614,141,-1428,-1372,-2705,230,-4086,-1968,-1806,-5896,-1961,869,-952,NA,Revenue Deficit
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1638,-2311,-4152,-3776,-1631,-1619,-4172,-4691,-1883,-353,-528,-1789,-1293,-4517,-679,-1185,19486,15134,NA,Revenue Deficit
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3669,3129,2638,3785,3712,5023,3674,8034,9351,11309,13796,9657,15485,16928,17462,14495,24206,16910,NA,Revenue Deficit
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1717,-33,-3332,-5088,-4063,-5498,-6843,-9910,-7459,-5879,-6268,-5740,-3769,-4629,-8815,2801,21376,8294,NA,Revenue Deficit
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10033,3842,-810,-14803,-5577,8006,592,2268,-4211,5081,12138,5338,8536,-2082,-11975,17116,46178,10225,NA,Revenue Deficit
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92,-404,-448,-1216,-1250,-859,-1352,-648,-1503,-1564,-731,-898,-944,-1084,-813,-446,-810,-1550,NA,Revenue Deficit
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,-72,-235,-188,-128,-265,-248,180,-537,-715,-176,-695,-602,-851,537,152,-925,-1275,NA,Revenue Deficit
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107,-66,-252,-131,-339,-261,26,-288,-28,152,141,-1106,-1168,-1699,-1534,-204,799,-579,NA,Revenue Deficit
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-155,-207,-550,-424,-511,-467,-812,-711,-603,-748,-889,-462,-778,-828,-517,214,825,-962,NA,Revenue Deficit
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,-481,-2261,-4244,-3420,-1139,-3908,-5607,-5699,-3329,-5862,-10136,-9259,-13367,-14190,-2430,-2336,-6033,NA,Revenue Deficit
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3391,1242,1749,3823,3856,5251,5289,6810,7407,6537,7591,8550,7311,9455,13135,14285,20730,8622,NA,Revenue Deficit
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,660,-638,-1653,827,4747,-1055,-3357,-3451,1039,3215,5954,18114,18534,28900,36371,41722,23750,NA,Revenue Deficit
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169,-197,-229,-351,-378,-516,-140,-442,-781,-868,-731,-140,-822,-1061,-694,1344,306,-352,NA,Revenue Deficit
